FID,wcode,practicename,noofbranches,ppclustercode,ppclustername,uprn,usrn,easting,northing,latitude,longitude,lhb_code,lhbwcode,lhb_name_cy,lhb_name_en,lacode,msoa21cd,edcode,lsoa21cd,countrycode,country_cy,country_en,fid,id,geom
gpmainsites_ogl.158,W93065,Glan-Yr-Afon Surgery Ltd,0,CC602,Blaenau Gwent West,2.00003E+11,3100786,314343.98,208696.17,51.7703672,-3.2427665,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000319,W05001269,W01001481,W92000004,Cymru,Wales,296,153,MULTIPOINT ((314343.98 208696.17))
gpmainsites_ogl.159,W93067,North Celynen Practice,1,CC603,Caerphilly East,43171512,47501361,321246,198231,51.6773041,-3.1403911,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000295,W05001656,W01001359,W92000004,Cymru,Wales,298,154,MULTIPOINT ((321246 198231))
gpmainsites_ogl.160,W93068,Brynmawr Medical Practice,0,CC601,Blaenau Gwent East,10093452170,3101494,319278.02,211450.23,51.7958575,-3.1719166,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000315,W05001259,W01001448,W92000004,Cymru,Wales,301,155,MULTIPOINT ((319278.02 211450.23))
gpmainsites_ogl.161,W93072,Dixton Surgery,0,CC606,Monmouthshire North,10033351516,47300335,351094.13,213187.64,51.8151719,-2.7108606,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000339,W05001798,W01001554,W92000004,Cymru,Wales,307,156,MULTIPOINT ((351094.13 213187.64))
gpmainsites_ogl.162,W93075,Abertillery Group Practice,0,CC601,Blaenau Gwent East,10070620050,3100351,321729.51,204363.3,51.7324987,-3.1347788,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000321,W05001261,W01001455,W92000004,Cymru,Wales,308,157,MULTIPOINT ((321729.51 204363.3))
gpmainsites_ogl.163,W93115,Blaina Medical Practice,0,CC601,Blaenau Gwent East,10070620110,3100466,319969.63,208346.81,51.7680592,-3.1611743,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000318,W05001258,W01001443,W92000004,Cymru,Wales,311,158,MULTIPOINT ((319969.63 208346.81))
gpmainsites_ogl.165,W93125,Underwood Health Centre,0,CC609,Newport East,10002152378,27100153,338597,188939,51.5959357,-2.8878526,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000350,W05001631,W01002027,W92000004,Cymru,Wales,316,159,MULTIPOINT ((338597 188939))
gpmainsites_ogl.166,W93126,Hereford Road Surgery,0,CC606,Monmouthshire North,10033346184,47300463,330115.57,214370.62,51.8235726,-3.0153846,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000337,W05001775,W01001580,W92000004,Cymru,Wales,317,160,MULTIPOINT ((330115.57 214370.62))
gpmainsites_ogl.167,W93614,Pengam Health Centre,0,CC604,Caerphilly North,43044019,47501703,315394,196942,51.664866,-3.2246945,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000296,W05001654,W01001389,W92000004,Cymru,Wales,318,161,MULTIPOINT ((315394 196942))
gpmainsites_ogl.168,W93619,Cwm Health Centre,0,CC602,Blaenau Gwent West,10014119422,3100180,318348.56,205323.29,51.7406457,-3.1839509,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000320,W05001260,W01001451,W92000004,Cymru,Wales,319,162,MULTIPOINT ((318348.56 205323.29))
gpmainsites_ogl.169,W93623,Pen-y-Cae Surgery,0,CC602,Blaenau Gwent West,10093452229,3100122,316713.39,210177.75,51.7840429,-3.2087909,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000019,W02000317,W05001262,W01001456,W92000004,Cymru,Wales,320,163,MULTIPOINT ((316713.39 210177.75))
gpmainsites_ogl.170,W93640,Lliswerry Medical Centre,0,CC609,Newport East,2.00003E+11,27100538,334156,187057,51.5785143,-2.951603,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000022,W02000361,W05001635,W01001646,W92000004,Cymru,Wales,324,164,MULTIPOINT ((334156 187057))
gpmainsites_ogl.171,W93643,"Wye Dean Practice, Tintern Surgery",0,CC607,Monmouthshire South,2.00001E+11,47305054,352995.35,200160,51.6982095,-2.6815173,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000021,W02000342,W05001796,W01001583,W92000004,Cymru,Wales,326,165,MULTIPOINT ((352995.35 200160))
gpmainsites_ogl.172,W94001,Mostyn House Medical Practice,0,CC105,Conwy West,50000008328,46652544,278651,382135,53.3222019,-3.82329,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000027,W05001430,W01000186,W92000004,Cymru,Wales,327,166,MULTIPOINT ((278651 382135))
gpmainsites_ogl.173,W94002,Canolfan Iechyd Amlwch,1,CC101,Anglesey,10024357259,18300443,244129.07,393061.2,53.4112899,-4.346542,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000001,W05001504,W01000003,W92000004,Cymru,Wales,328,167,MULTIPOINT ((244129.07 393061.2))
gpmainsites_ogl.174,W94003,Plas Menai Surgery,0,CC105,Conwy West,10024338762,46652575,268252,375076,53.2563012,-3.9763845,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000039,W05001405,W01000123,W92000004,Cymru,Wales,330,168,MULTIPOINT ((268252 375076))
gpmainsites_ogl.175,W94004,Canolfan Goffa Ffestiniog,0,CC107,Dwyfor and North Meirionnydd,2.00003E+11,46404234,270234.15,345565.43,52.9916714,-3.9347445,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000018,W05001528,W01000065,W92000004,Cymru,Wales,332,169,MULTIPOINT ((270234.15 345565.43))
gpmainsites_ogl.176,W94005,Meddygfa Betws y Coed,0,CC105,Conwy West,10023740259,46605529,278266,356492,53.0917286,-3.8192797,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000041,W05001404,W01000121,W92000004,Cymru,Wales,335,170,MULTIPOINT ((278266 356492))
gpmainsites_ogl.177,W94006,Parc Glas Surgery,2,CC101,Anglesey,10013459258,18300990,239581,370343,53.2058993,-4.4034079,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000009,W05001494,W01000007,W92000004,Cymru,Wales,336,171,MULTIPOINT ((239581 370343))
gpmainsites_ogl.178,W94007,Tywyn Health Centre,0,CC109,South Meirionnydd,2.00003E+11,46404186,258111.76,300653.84,52.5851373,-4.0957343,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000026,W05001553,W01000116,W92000004,Cymru,Wales,339,172,MULTIPOINT ((258111.76 300653.84))
gpmainsites_ogl.179,W94008,Minfor Surgery,0,CC109,South Meirionnydd,2.00003E+11,46403197,260958,316178,52.7253403,-4.0603019,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000025,W05001508,W01002004,W92000004,Cymru,Wales,341,173,MULTIPOINT ((260958 316178))
gpmainsites_ogl.180,W94009,Beaumaris Health Centre,0,CC101,Anglesey,10013458738,18300766,260579,376248,53.2648676,-4.091837,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000005,W05001501,W01000005,W92000004,Cymru,Wales,342,174,MULTIPOINT ((260579 376248))
gpmainsites_ogl.181,W94010,Bodnant Surgery,0,CC102,Arfon,2.00003E+11,46400762,257370,372188,53.2275449,-4.1380957,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000010,W05001517,W01000092,W92000004,Cymru,Wales,343,175,MULTIPOINT ((257370 372188))
gpmainsites_ogl.182,W94011,Treflan Surgery,0,CC107,Dwyfor and North Meirionnydd,10070363221,46401647,237171,334793,52.8858912,-4.4214876,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000021,W05001538,W01000108,W92000004,Cymru,Wales,344,176,MULTIPOINT ((237171 334793))
gpmainsites_ogl.183,W94015,Llanfairpwll Health Centre,1,CC101,Anglesey,1.00101E+11,18300186,252750,371694,53.2218464,-4.20702,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000008,W05001492,W01000015,W92000004,Cymru,Wales,347,177,MULTIPOINT ((252750 371694))
gpmainsites_ogl.184,W94016,Llys Meddyg Surgery,1,CC105,Conwy West,1.00101E+11,46600850,278263,377575,53.2811449,-3.8273622,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000038,W05001408,W01000130,W92000004,Cymru,Wales,349,178,MULTIPOINT ((278263 377575))
gpmainsites_ogl.185,W94017,Llanberis Surgery,2,CC102,Arfon,10070346406,46401278,258039,360010,53.1183325,-4.1226719,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000014,W05001544,W01000081,W92000004,Cymru,Wales,351,179,MULTIPOINT ((258039 360010))
gpmainsites_ogl.186,W94018,Penrhyn Bay Surgery,1,CC105,Conwy West,10024342195,46607406,281690,381488,53.3170776,-3.7774479,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000029,W05001426,W01000173,W92000004,Cymru,Wales,354,180,MULTIPOINT ((281690 381488))
gpmainsites_ogl.187,W94019,Craig Y Don Medical Practice,0,CC105,Conwy West,10024340504,46601166,279339,381814,53.3194754,-3.8128445,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000027,W05001409,W01000132,W92000004,Cymru,Wales,356,181,MULTIPOINT ((279339 381814))
gpmainsites_ogl.188,W94020,Meddygfa Lonfa Surgery,1,CC105,Conwy West,10024340602,46608051,279754,377971,53.2850431,-3.8051613,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000037,W05001415,W01000176,W92000004,Cymru,Wales,357,182,MULTIPOINT ((279754 377971))
gpmainsites_ogl.189,W94021,Hwb Iechyd Eifionydd,1,CC107,Dwyfor and North Meirionnydd,2.00003E+11,46402508,249582,338097,52.9191844,-4.238719,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000020,W05001522,W01000061,W92000004,Cymru,Wales,359,183,MULTIPOINT ((249582 338097))
gpmainsites_ogl.190,W94023,Gerafon Surgery,1,CC101,Anglesey,10090598738,18310159,251767.76,382490.67,53.3185491,-4.2267564,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000005,W05001499,W01000019,W92000004,Cymru,Wales,361,184,MULTIPOINT ((251767.76 382490.67))
gpmainsites_ogl.191,W94024,Meddygfa Gwydir,0,CC105,Conwy West,10024343166,46608026,280156,361712,53.1390565,-3.793023,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000041,W05001419,W01000134,W92000004,Cymru,Wales,363,185,MULTIPOINT ((280156 361712))
gpmainsites_ogl.192,W94025,Meddygfa Rhydbach,0,CC107,Dwyfor and North Meirionnydd,10070339238,46401556,226189,330953,52.8479695,-4.5824812,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000023,W05001556,W01001932,W92000004,Cymru,Wales,364,186,MULTIPOINT ((226189 330953))
gpmainsites_ogl.193,W94026,Hwb Iechyd Cybi,1,CC101,Anglesey,2.00003E+11,18301339,224432,382452,53.3098404,-4.6366642,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000003,W05001503,W01000016,W92000004,Cymru,Wales,366,187,MULTIPOINT ((224432 382452))
gpmainsites_ogl.194,W94027,Felinheli & Porthaethwy Surgery,1,CC102,Arfon,10024261065,46400180,251841,366954,53.1790185,-4.2184235,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000013,W05001512,W01000119,W92000004,Cymru,Wales,368,188,MULTIPOINT ((251841 366954))
gpmainsites_ogl.195,W94028,Yr Hen Orsaf Medical Centre,0,CC102,Arfon,10024261455,46400424,261902.44,366864.32,53.1809203,-4.0679425,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000012,W05001560,W01000097,W92000004,Cymru,Wales,372,189,MULTIPOINT ((261902.44 366864.32))
gpmainsites_ogl.196,W94029,Coed Y Glyn Surgery,1,CC101,Anglesey,2.00003E+11,18300086,245895.21,375892.04,53.2576065,-4.3116356,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000006,W05001496,W01000014,W92000004,Cymru,Wales,373,190,MULTIPOINT ((245895.21 375892.04))
gpmainsites_ogl.197,W94030,Meddygfa Hafan Iechyd,0,CC102,Arfon,10024258491,46407318,247905,363200,53.1441902,-4.2754846,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000015,W05001519,W01000093,W92000004,Cymru,Wales,375,191,MULTIPOINT ((247905 363200))
gpmainsites_ogl.198,W94031,Bodreinallt Surgery,1,CC105,Conwy West,50000007552,46600850,278304.55,377533.18,53.2807788,-3.8267233,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000038,W05001408,W01000130,W92000004,Cymru,Wales,377,192,MULTIPOINT ((278304.55 377533.18))
gpmainsites_ogl.199,W94032,Bron Meirion,2,CC107,Dwyfor and North Meirionnydd,10070350454,46402661,261046,338806,52.9286429,-4.0686369,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000022,W05001558,W01000101,W92000004,Cymru,Wales,379,193,MULTIPOINT ((261046 338806))
gpmainsites_ogl.200,W94034,Bron Derw Medical Centre,0,CC102,Arfon,10070361726,46400360,258462,372420,53.2299211,-4.1218525,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000010,W05001530,W01000076,W92000004,Cymru,Wales,383,194,MULTIPOINT ((258462 372420))
gpmainsites_ogl.201,W94035,Meddygfa Bala Surgery,0,CC109,South Meirionnydd,10070357717,46403069,292836,336010,52.9108098,-3.5950081,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000024,W05001566,W01000051,W92000004,Cymru,Wales,384,195,MULTIPOINT ((292836 336010))
gpmainsites_ogl.202,W94036,Caerffynnon,0,CC109,South Meirionnydd,10070355376,46403062,272753,317638,52.7413623,-3.8863219,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000025,W05001524,W01000068,W92000004,Cymru,Wales,386,196,MULTIPOINT ((272753 317638))
gpmainsites_ogl.203,W94037,Ty Doctor,1,CC107,Dwyfor and North Meirionnydd,10070367983,46401650,229997,340379,52.9338356,-4.5309232,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000021,W05001554,W01000095,W92000004,Cymru,Wales,387,197,MULTIPOINT ((229997 340379))
gpmainsites_ogl.204,W94038,Meddygfa Victoria,1,CC101,Anglesey,2.00003E+11,18300962,224682.99,382236.15,53.3079854,-4.632782,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000003,W05001503,W01000016,W92000004,Cymru,Wales,389,198,MULTIPOINT ((224682.99 382236.15))
gpmainsites_ogl.205,W94039,Liverpool House,1,CC102,Arfon,10070342592,46400006,252272,359500,53.1121847,-4.2085406,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000016,W05001565,W01000118,W92000004,Cymru,Wales,392,199,MULTIPOINT ((252272 359500))
gpmainsites_ogl.206,W94043,Gwalchmai Surgery,1,CC101,Anglesey,2.00003E+11,18301039,239240,375810,53.2548944,-4.4112671,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000007,W05001498,W01000009,W92000004,Cymru,Wales,396,200,MULTIPOINT ((239240 375810))
gpmainsites_ogl.207,W94609,Corwen House,1,CC102,Arfon,10070369636,46400662,246890,353047,53.0527063,-4.2858064,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000002,W02000017,W05001559,W01000104,W92000004,Cymru,Wales,400,201,MULTIPOINT ((246890 353047))
gpmainsites_ogl.208,W94622,West Shore Surgery,0,CC105,Conwy West,1.00101E+11,46601143,277476,381716,53.3181667,-3.8407585,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000003,W02000028,W05001416,W01000168,W92000004,Cymru,Wales,408,202,MULTIPOINT ((277476 381716))
gpmainsites_ogl.209,W94633,Star Surgery,0,CC101,Anglesey,10090601360,18300972,250279.06,371991.84,53.223831,-4.2441398,7A1,W11000023,Bwrdd Iechyd Prifysgol Betsi Cadwaladr,Betsi Cadwaladr University Health Board,W06000001,W02000009,W05001492,W01000025,W92000004,Cymru,Wales,411,203,MULTIPOINT ((250279.06 371991.84))
gpmainsites_ogl.210,W95001,St Johns Medical Practice,1,CC501,North Cynon,2.00003E+11,47400738,300076,202703,51.7141308,-3.4477548,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000253,W05001073,W01001148,W92000004,Cymru,Wales,412,204,MULTIPOINT ((300076 202703))
gpmainsites_ogl.211,W95004,Pont Newydd Medical Centre,0,CC507,South Rhondda,10024277345,47401625,302354,191614,51.6148576,-3.4116902,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000271,W05001101,W01001232,W92000004,Cymru,Wales,416,205,MULTIPOINT ((302354 191614))
gpmainsites_ogl.212,W95005,Practice 3 Keir Hardie Health Park,0,CC502,North Merthyr Tydfil,10034662577,25100010,304163,206211,51.7463767,-3.3895838,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000024,W02000286,W05001617,W01001293,W92000004,Cymru,Wales,417,206,MULTIPOINT ((304163 206211))
gpmainsites_ogl.213,W95008,Ty Bryn Surgery,1,CC605,Caerphilly South,43050757,47503467,317631,188768,51.5917191,-3.190433,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000309,W05001652,W01001344,W92000004,Cymru,Wales,421,207,MULTIPOINT ((317631 188768))
gpmainsites_ogl.214,W95009,Llynfi Surgery,1,CC510,Bridgend North Network,1.00101E+11,47600944,285044.6,191446.33,51.6100789,-3.6615326,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000219,W05001243,W01001017,W92000004,Cymru,Wales,424,208,MULTIPOINT ((285044.6 191446.33))
gpmainsites_ogl.215,W95010,Oak Tree Surgery,0,CC509,Bridgend East Network,2.00003E+11,47601592,291911,179828,51.5070127,-3.5588364,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000233,W05001233,W01000982,W92000004,Cymru,Wales,426,209,MULTIPOINT ((291911 179828))
gpmainsites_ogl.216,W95011,Parc Canol Group Practice,2,CC508,South Taf Ely,2.00004E+11,47410043,308766,186171,51.5670072,-3.3176942,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000276,W05001077,W01001162,W92000004,Cymru,Wales,427,210,MULTIPOINT ((308766 186171))
gpmainsites_ogl.217,W95012,Woodlands Surgery,0,CC510,Bridgend North Network,2.00003E+11,47601619,285354.76,194027.42,51.6333402,-3.6579002,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000218,W05001236,W01000991,W92000004,Cymru,Wales,430,211,MULTIPOINT ((285354.76 194027.42))
gpmainsites_ogl.219,W95014,Eglwysbach Medical Practice,2,CC504,North Taf Ely,2.00003E+11,47403669,307416,190519,51.6058709,-3.3383136,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000272,W05001100,W01001228,W92000004,Cymru,Wales,433,212,MULTIPOINT ((307416 190519))
gpmainsites_ogl.220,W95016,Cwmaman Surgery,1,CC505,South Cynon,1.00101E+11,47400579,300115,199504,51.6853842,-3.4462731,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000256,W05001071,W01001141,W92000004,Cymru,Wales,438,213,MULTIPOINT ((300115 199504))
gpmainsites_ogl.221,W95017,The New Surgery,0,CC509,Bridgend East Network,10090052479,47605431,296047.48,181866.87,51.5261171,-3.4998576,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000226,W05001249,W01001040,W92000004,Cymru,Wales,440,214,MULTIPOINT ((296047.48 181866.87))
gpmainsites_ogl.222,W95018,Pencoed Medical Centre,1,CC509,Bridgend East Network,2.00002E+11,47600793,296008.75,181412.79,51.5220283,-3.5002815,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000226,W05001249,W01001004,W92000004,Cymru,Wales,441,215,MULTIPOINT ((296008.75 181412.79))
gpmainsites_ogl.223,W95019,Tylorstown Surgery,1,CC503,North Rhondda,2.00003E+11,47402290,300993,194744,51.6427542,-3.4322266,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000264,W05001113,W01001274,W92000004,Cymru,Wales,443,216,MULTIPOINT ((300993 194744))
gpmainsites_ogl.224,W95020,Hirwaun Medical Centre,0,CC501,North Cynon,10090596355,47400740,295635,205707,51.7403214,-3.5129136,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000252,W05001087,W01001188,W92000004,Cymru,Wales,445,217,MULTIPOINT ((295635 205707))
gpmainsites_ogl.225,W95023,Practice 1 Keir Hardie Health Park,0,CC502,North Merthyr Tydfil,10034662577,25100010,304163,206211,51.7463767,-3.3895838,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000024,W02000286,W05001617,W01001293,W92000004,Cymru,Wales,446,218,MULTIPOINT ((304163 206211))
gpmainsites_ogl.226,W95024,Ashgrove Medical Group,2,CC504,North Taf Ely,2.00002E+11,47404697,307265,190416,51.60492,-3.340466,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000272,W05001100,W01001228,W92000004,Cymru,Wales,447,219,MULTIPOINT ((307265 190416))
gpmainsites_ogl.227,W95025,Old School Surgery,1,CC508,South Taf Ely,1.00101E+11,47405363,303554,181504,51.5241879,-3.3915874,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000282,W05001097,W01001226,W92000004,Cymru,Wales,450,220,MULTIPOINT ((303554 181504))
gpmainsites_ogl.229,W95027,De Winton Field Practice,0,CC507,South Rhondda,2.00004E+11,47401688,299371,192819,51.6251638,-3.4551054,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000267,W05001105,W01001248,W92000004,Cymru,Wales,455,221,MULTIPOINT ((299371 192819))
gpmainsites_ogl.230,W95029,Meddygfa Glan Cynon Surgery,0,CC505,South Cynon,10094102499,47401063,304966.27,198917.23,51.6809537,-3.3759618,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000257,W05001092,W01001208,W92000004,Cymru,Wales,457,222,MULTIPOINT ((304966.27 198917.23))
gpmainsites_ogl.231,W95030,St. David's Surgery,1,CC503,North Rhondda,1.00101E+11,47403218,297074,195008,51.6444228,-3.4889206,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000262,W05001094,W01001962,W92000004,Cymru,Wales,460,223,MULTIPOINT ((297074 195008))
gpmainsites_ogl.232,W95031,Cwm Garw Practice,2,CC510,Bridgend North Network,1.00101E+11,47601540,290246,191845,51.6147039,-3.5865708,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000221,W05001240,W01001042,W92000004,Cymru,Wales,462,224,MULTIPOINT ((290246 191845))
gpmainsites_ogl.233,W95032,Treharris Primary Care Centre,1,CC506,South Merthyr Tydfil,10034659922,25100239,310047,197195,51.6663105,-3.3020526,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000024,W02000289,W05001625,W01001322,W92000004,Cymru,Wales,465,225,MULTIPOINT ((310047 197195))
gpmainsites_ogl.234,W95034,Cornelly Surgery,1,CC511,Bridgend West Network,1.00101E+11,47600671,281791,181559,51.5205428,-3.7051695,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000227,W05001239,W01000999,W92000004,Cymru,Wales,469,226,MULTIPOINT ((281791 181559))
